shift,question,options,answer,subject,chapter
2022 27 Jun Shift 2,"Given below are two statements : Statement I: A time varying electric field is a source of changing magnetic field and vice-versa. Thus a disturbance in electric or magnetic field creates EM waves. Statement II: In a material medium, the EM wave travels with speed v = 1 . √μ 0 ϵ 0 In the light of the above statements, choose the correct answer from the options given below.",(1) Both statement I and statement II are true | (2) Both statement I and statement II are false | (3) Statement I is correct but statement II is false | (4) Statement I is incorrect but statement II is true,3,,
2022 27 Jun Shift 2,A convex lens has power P. It is cut into two halves along its principal axis. Further one piece (out of the two halves) is cut into two halves perpendicular to the principal axis (as shown in figures). Choose the incorrect option for the reported pieces.,(1) Power of L 1 = P 2 | (2) Power of L 2 = P 2 | (3) Power of L 3 = P 2 | (4) Power of L 1 = P,1,,
2022 27 Jun Shift 2,"Given below are two statements Statement I: In hydrogen atom, the frequency of radiation emitted when an electron jumps from lower energy orbit (E 1 ) to higher energy orbit (E 2 ), is given as hf = E 1 −E 2 Statement II: The jumping of electron from higher energy orbit (E 2 ) to lower energy orbit (E 1 ) is associated with frequency of radiation given as f = (E 2 −E 1 ) . This condition is Bohr's frequency condition. h In the light of the above statements, choose the correct answer from the options given below:",(1) Both statement I and statement II are true. | (2) Both statement I and statement II are false. | (3) Statement I is correct but statement II is false. | (4) Statement I is incorrect but statement II is true.,4,,
2022 27 Jun Shift 2,"For a transistor to act as a switch, it must be operated in",(1) Active region | (2) Saturation and cut-off region | (3) Cutoff region only | (4) Saturated region only,2,,
2022 27 Jun Shift 2,"We do not transmit low frequency signal to long distances because (a) The size of the antenna should be comparable to signal wavelength which is unreal solution for a signal of longer wavelength. (b) Effective power radiated by a long wavelength baseband signal would be high. (c) We want to avoid mixing up signals transmitted by different transmitter simultaneously. (d) Low frequency signal can be sent to long distances by superimposing with a high frequency wave as well. Therefore, the most suitable option will be :","(1) All statements are true | (2) (a), (b) and (c) are true only | (3) (a), (c) and (d) are true only | (4) (b), (c) and (d) are true only",3,,
2022 27 Jun Shift 2,"A mass of 10 kg is suspended vertically by a rope of length 5 m from the roof. A force of 30 N is applied at the middle point of rope in horizontal direction. The angle made by upper half of the rope with vertical is α = tan−1(x×10−1). The value of x is _____ . (Given, g = 10 m s−2 ) ",,3,,
2022 27 Jun Shift 2,A rolling wheel of 12 kg is on an inclined plane at position P and connected to a mass of 3 kg through a string of fixed length and pulley as shown in figure. Consider PR as friction free surface. The velocity of centre of mass of the wheel when it reaches at the bottom Q of the inclined plane PQ will be 1√xgh m s−1 . The value of x (rounded off to the nearest integer) is _____. 2,,3,,
2022 27 Jun Shift 2,A diatomic gas (γ = 1.4) does 400 J of work when it is expanded isobarically. The heat given to the gas in the process is _____ J.,,1400,,
2022 27 Jun Shift 2,"A particle executes simple harmonic motion. Its amplitude is 8 cm and time period is 6 s. The time it will take to travel from its position of maximum displacement to the point corresponding to half of its amplitude, is _____ s",,1,,
2022 27 Jun Shift 2,"A parallel plate capacitor is made up of stair like structure with a plate area A of each stair and that is connected with a wire of length b, as shown in the figure. The capacitance of the arrangement is x ε0 A , The 15 b value of x is _____ .",,23,,
2022 27 Jun Shift 2,The current density in a cylindrical wire of radius r = 4.0 mm is 1.0×106 A2 m2 . The current through the outer portion of the wire between radial distances r and r is xπ A; where x is 2,,12,,
2022 27 Jun Shift 2,"In the given circuit 'a' is an arbitrary constant. The value of m for which the equivalent circuit resistance is minimum, will be √x . The value of x is _____ . 2",,3,,
2022 27 Jun Shift 2,A metallic rod of length 20 cm is placed in North-South direction and is moved at a constant speed of 20 m s−1 towards East. The horizontal component of the Earth's magnetic field at that place is 4×10−3 T and the angle of dip is 45°. The emf induced in the rod is _____ mV.,,16,,
2022 27 Jun Shift 2,"A deuteron and a proton moving with equal kinetic energy enter into to a uniform magnetic field at right angle to the field. If r d and r p are the radii of their circular paths respectively, then the ratio r r d will be √x : 1 where p x is _____ .",,2,,
2022 27 Jun Shift 2,The cut-off voltage of the diodes (shown in figure) in forward bias is 0.6 V. The current through the resister of 40Ω is _____ mA.,,4,,
2022 27 Jun Shift 2,"The correct order of ionic size of N3−,Na+,F−,Mg2+ and O2− is :",(1) Mg2+ < Na+ < F− < O2− < N3− | (2) N3− < O2− < F < Na+ < Mg2+ | (3) F− < Na+ < O2− < Mg2+ < N3− | (4) Na+ < F− < Mg2+ < O2− < N3−,1,,
2022 27 Jun Shift 2,Identify the incorrect statement for PCl 5 from the following.,"(1) In this molecule, orbitals of phosphorous are | (2) The geometry of PCl 5 is trigonal bipyramidal. assumed to undergo sp3d hybridization. | (3) PCl 5 has two axial bonds stronger than three | (4) The three equatorial bonds of PCl 5 lie in a plane. equatorial bonds.",3,,
2022 27 Jun Shift 2,The correct order of increasing intermolecular hydrogen bond strength is,(1) HCN < H 2 O < NH 3 | (2) HCN < CH 4 < NH 3 | (3) CH 4 < HCN < NH 3 | (4) CH 4 < NH 3 < HCN,3,,
2022 27 Jun Shift 2,Which amongst the given plots is the correct plot for pressure (p) vs density (d) for an ideal gas?,(1) | (2) | (3) | (4),2,,
2022 27 Jun Shift 2,Which of the following is most stable? ,(1) | (2) | (3) | (4),1,,
2022 27 Jun Shift 2,What will be the major product of following sequence of reactions?,(1) | (2) | (3) | (4),3,,
2022 27 Jun Shift 2,Product 'A' of following sequence of reactions is,(1) | (2) | (3) | (4),4,,
2022 27 Jun Shift 2,"In 3 d series, the metal having the highest M2+/M standard electrode potential is",(1) Cr | (2) Fe | (3) Cu | (4) Zn,3,,
2022 27 Jun Shift 2,"Statement I: Leaching of gold with cyanide ion in absence of air / O 2 leads to cyano complex of Au(III).  Statement II: Zinc is oxidized during the displacement reaction carried out for gold extraction. In the light of the above statements, choose the correct answer from the options given below.",(1) Both Statement 1 and statement 2 are correct | (2) Both Statement 1 and statement 2 are incorrect | (3) Statement 1 is correct but statement 2 is incorrect | (4) Statement 1 is incorrect but statement 2 is correct,4,,
2022 27 Jun Shift 2,The gas produced by treating an aqueous solution of ammonium chloride with sodium nitrite is,(1) NH 3 | (2) N 2 | (3) N 2 O | (4) Cl 2,2,,
2022 27 Jun Shift 2,"Given below are two statements: one is labelled as Assertion and the other is labelled as Reason. Assertion: Flourine forms one oxoacid. Reason: Flourine has smallest size amongst all halogens and is highly electronegative. In the light of the above statements, choose the most appropriate answer from the Question: options given below.",(1) Both assertion and reason are correct and reason is the correct explanation of assertion. | (2) Both assertion and reason are correct and but reason is not the correct explanation of assertion. | (3) Assertion is correct and reason is incorrect | (4) Assertion is incorrect and reason is correct,1,,
2022 27 Jun Shift 2,"On the surface of polar stratospheric clouds, hydrolysis of chlorine nitrate gives A and B while its reaction with HCl produces B and C. A.B and C are, respectively","(1) HOCl,HNO 3 ,Cl 2 | (2) Cl 2 ,HNO 3 ,HOCl | (3) HClO 2 ,HNO 2 ,HOCl | (4) HOCl,HNO 2 ,Cl 2 O",1,,
2022 27 Jun Shift 2,"The 'f' orbitals are half and completely filled, respectively in lanthanide ions [Given : Atomic no. Eu,63 : Sm,62 : Tm,69;Tb,65;Yb,70;Dy,66]",(1) Eu2+ and Tm2+ | (2) Sm2+ and Tm3+ | (3) Tb4+ and Yb2+ | (4) Dy3+ and Yb3+,3,,
2022 27 Jun Shift 2,Arrange the following coordination compounds in the increasing order of magnetic moments. (Atomic numbers: Mn = 25;Fe = 26) A. [FeF 6 ]3− B. [Fe(CN) ]3− 6 C. [MnCl 6 ]3− (high spin) D. [Mn(CN) ]3− 6 Choose the correct answer from the options given below,(1) A < B < D < C | (2) B < D < C < A | (3) A < C < D < B | (4) B < D < A < C,2,,
2022 27 Jun Shift 2,Match List-I with List-II List-I List-II  A I Br 2 in CS 2 B II Na 2 Cr 2 O 7 /H 2 SO 4 C III Zn D IV CHCl 3 /NaOH Question: Choose the correct answer from the options given below,"(1) A−IV,B−III,C−II,D−I | (2) A−IV,B−III,C−I,D−II | (3) A−II,B−III,C−I,D−IV | (4) A−IV,B−II,C−III,D−I",1,,
2022 27 Jun Shift 2,"Decarboxylation of all six possible forms of diaminobenzoic acids C 6 H 3 (NH 2 ) 2 COOH yields three products A,B and C. Three acids give a product 'A', two acids gives a product 'B' and one acid give a product 'C'. The melting point of product 'C' is",(1) 63 °C | (2) 90 °C | (3) 104 °C | (4) 142 °C,4,,
2022 27 Jun Shift 2,Which is true about Buna-N?,"(1) It is a linear polymer of 1,3-butadiene. | (2) It is obtained by copolymerization of 1,3 - butadiene and styrene. | (3) It is obtained by copolymerization of 1,3 - | (4) The suffix N in Buna- N stands for its natural butadiene and acrylonitrile. occurrence.",3,,
2022 27 Jun Shift 2,Match List-I with List-II List-I List-II (A) Antipyretic (I) Reduces pain (B) Analgesic (II) Reduces stress (C) Tranquilizer (III) Reduces fever (D) Antacid (IV) Reduces acidity(stomach) Choose the correct answer from the options given below,"(1) A−III,B−I,C−II,D−IV | (2) A−III,B−I,C−IV,D−II | (3) A−I,B−IV,C−II,D−III | (4) A−I,B−III,C−II,D−IV",1,,
2022 27 Jun Shift 2,"Match List I with List II. List-I List-II (Anion) (gas evolved on reaction with dil. H 2 SO 4) (A)CO2− (I) Colourless gas which turns lead acetate paper black. 3 Colourless gas which turns acidified potassium dichromate (B)S2− (II) solution green. Brown fumes which turns acidified KI solution containing starch (C)SO2− (III) 3 blue. Colourless gas evolved with brisk effervescence, which turns lime (D)NO− (IV) 2 water milky. Choose the correct answer from the options given below","(1) A−III,B−I,C−II,D−IV | (2) A−II,B−I,C−IV,D−III | (3) A−IV,B−I,C−III,D−II | (4) A−IV,B−I,C−II,D−III",4,,
2022 27 Jun Shift 2,"Given below are two statements. Statement I: Maltose has two α−D−glucose units linked at C 1 and C 4 and is a reducing sugar. Statement II: Maltose has two monosaccharides: α-D-glucose and β-D-glucose linked at C 1 and C 6 and it is a non-reducing sugar. In the light of the above statements, choose the correct answer from the options Question: given below.",(1) Both Statement I and Statement II are true. | (2) Both Statement I and Statement II are false. | (3) Statement I is true but Statement II is false. | (4) Statement I is false but Statement II is true.,3,,
2022 27 Jun Shift 2,"116 g of a substance upon dissociation reaction, yields 7.5 g of hydrogen, 60 g of oxygen and 48.5 g of carbon. Given that the atomic masses of H,O and C are 1,16 and 12, respectively. The data agrees with how many formulae of the following? A. CH 3 COOH B. HCHO C. CH 3 OOCH 3 D. CH 3 CHO",,2,,
2022 27 Jun Shift 2,Consider the following set of quantum numbers. n l m 1 A 3 3 −3 B 3 2 −2 C 2 1 +1 D 2 2 +2 JThe number of correct sets of quantum numbers is,,2,,
2022 27 Jun Shift 2,"When 5 moles of He gas expand isothermally and reversibly at 300 K from 10 litre to 20 litre, the magnitude of the maximum work obtained is J. [nearest integer ] (Given : R = 8.3 J K−1 mol−1 and log2 = 0.3010)",,8630,,
2022 27 Jun Shift 2,pH value of 0.001MNaOH solution is,,11,,
2022 27 Jun Shift 2,BeO reacts with HF in presence of ammonia to give [A] which on thermal decomposition produces [B] and ammonium fluoride. Oxidation state of Be in [A] is,,2,,
2022 27 Jun Shift 2,0.25 g of an organic compound containing chlorine gave 0.40 g of silver chloride in Carius estimation. The percentage of chlorine present in the compound is [in nearest integer] (Given: Molar mass of Ag is 108 g mol−1 and that of Cl is 35.5 g mol−1 ),,40,,
2022 27 Jun Shift 2,A solution containing 2.5×10−3 kg of a solute dissolved in 75×10−3 kg of water boils at 373.535 K. The molar mass of the solute is mol−1⋅ [nearest integer] (Given : K b (H 2 O) = 0.52 K kg mol−1 and boiling point of water = 373.15 K),,45,,
2022 27 Jun Shift 2,For the reaction taking place in the cell: Pt(s)H (g)H+(aq)||Ag+(aq)|Ag(s) 2 ° E = +0.5332 V. cell The value of Δ f G⊖ is kJmol−1 . (in nearest integer),,51,,
2022 27 Jun Shift 2,"It has been found that for a chemical reaction with rise in temperature by 9 K the rate constant gets doubled. Assuming a reaction to be occurring at 300 K, the value of activation energy is found to be kJmol−1 . [nearest integer] (Given ln10 = 2.3,R = 8.3 J K−1 mol−1,log2 = 0.30)",,59,,
2022 27 Jun Shift 2,"If the initial pressure of a gas is 0.03 atm, the mass of the gas adsorbed per gram of the adsorbent is____ ×10−2 g",,12,,
2022 27 Jun Shift 2,"The number of points of intersection |z−(4+3i)| = 2| and |z|+|z−4| = 6,z ∈ C is",(1) 1 | (2) 2 | (3) 3 | (4) 4,2,,
2022 27 Jun Shift 2,"Let for some real numbers α and β,a = α−iβ. If the system of equations 4ix+(1+i)y = 0 and ¯8(cos 2π +isin 2π)x+ay = 0 has more than one solution then α is equal to 3 3 β",(1) 2−√3 | (2) 2+√3 | (3) −2+√3 | (4) −2−√3,1,,
2022 27 Jun Shift 2,Let S = 2+ 6 + 12 + 20 + 30 +….. then 4S is equal to 7 72 73 74 ,(1) | (7) 2 | (2) | (7) 3 2 3 | (3) 7 | (4) | (7) 4 3 3,2,,
2022 27 Jun Shift 2,"If a 1 ,a 2 ,a 3 … and b 1 ,b 2 ,b 3 …. are A.P. and a 1 = 2,a 10 = 3,a 1 b 1 = 1 = a 10 b 10 then a 4 b 4 is equal to 28 28",(1) | (2) 27 24 23 22 | (3) | (4) 26 23,1,,
2022 27 Jun Shift 2,α = sin36° is a root of which of the following equation,(1) 16x4 −20x2 +5 = 0 | (2) 16x4 +20x2 +5 = 0 | (3) 10x4 −10x2 −5 = 0 | (4) 16x4 −10x2 +5 = 0,1,,
2022 27 Jun Shift 2,"The set of values of k for which the circle C : 4x2 +4y2 −12x+8y+k = 0 lies inside the fourth quadrant and the point (1,−1) lies on or inside the circle C is 3","(1) An empty set | (2) | (3) [80,10) | (4)",4,,
2022 27 Jun Shift 2,"If the equation of the parabola, whose vertex is at (5,4) and the directrix is 3x+y−29 = 0, is x2 +ay2 +bxy+cx+dy+k = 0, then a+b+c+d+k is equal to",(1) 575 | (2) −575 | (3) 576 | (4) −576,4,,
